PONumber,WONumber,vendorCode,iQtyOrdered,ExpenseType,dUnitPrice,dTotalCost,dtordereddate,dtReceivedDate,stkcode,sDesc
1546    ,,"lem5",2,"XLegacyX",7.5,15,"2004-01-30 00:00:00",,"10-01800        ","Lock, Passage"
167     ,,"lem5",2,"XLegacyX",1,2,"2003-11-11 00:00:00",,"10-01800        ","Lock, Passage"
3954    ,,"dom3",120,"XLegacyX",1,120,"2005-03-02 00:00:00",,"10-01800        ","Lock, Passage"
6543    ,,"dom3",120,"XLegacyX",1,120,"2006-08-01 00:00:00",,"10-01800        ","Lock, Passage"
46073   ,,"dom3",48,"Payables",7.04,337.92,"2022-09-26 00:00:00",,"10-01800        ","Lock, Passage"
5142    ,,"dom3",120,"XLegacyX",1,120,"2005-11-08 00:00:00",,"10-01800        ","Lock, Passage"
46757   ,458482  ,"cen1",3,"Payables",10.79,32.37,"2022-12-27 00:00:00","01/03/2023 00:00:00","10-01800        ","Lock, Passage"
46758   ,456879  ,"cen1",7,"Payables",10.79,75.53,"2022-12-27 00:00:00","01/03/2023 00:00:00","10-01800        ","Lock, Passage"
46759   ,456892  ,"cen1",6,"Payables",10.25,61.5,"2022-12-27 00:00:00",,"10-01800        ","Lock, Passage"
46756   ,451184  ,"cen1",2,"Payables",10.79,21.58,"2022-12-27 00:00:00","01/03/2023 00:00:00","10-01800        ","Lock, Passage"
46755   ,460404  ,"cen1",5,"Payables",10.79,53.95,"2022-12-27 00:00:00","01/03/2023 00:00:00","10-01800        ","Lock, Passage"
46751   ,460634  ,"cen1",3,"Payables",10.79,32.37,"2022-12-27 00:00:00","01/04/2023 00:00:00","10-01800        ","Lock, Passage"
47425   ,465294  ,"cen1",4,"CoOp-Inventory",10.79,43.16,"2023-03-22 00:00:00","03/22/2023 00:00:00","10-01800        ","Lock, Passage"
77      ,,"lem5",2,"XLegacyX",1,2,"2003-11-05 00:00:00",,"10-01800        ","Lock, Passage"
46965   ,462545  ,"cen1",3,"Maintenance-COGS",10.79,32.37,"2023-01-25 00:00:00","01/25/2023 00:00:00","10-01800        ","Lock, Passage"
46968   ,462546  ,"cen1",3,"Maintenance-COGS",10.79,32.37,"2023-01-25 00:00:00","01/25/2023 00:00:00","10-01800        ","Lock, Passage"
322     ,,"lem5",12,"XLegacyX",7.5,90,"2003-11-15 00:00:00",,"10-01800        ","Lock, Passage"
178     ,,"lem5",2,"XLegacyX",1,2,"2003-11-11 00:00:00",,"10-01800        ","Lock, Passage"
610     ,,"lem5",2,"XLegacyX",7.5,15,"2003-12-05 00:00:00",,"10-01800        ","Lock, Passage"
2489    ,,"dom3",200,"XLegacyX",1,200,"2004-06-23 00:00:00",,"10-01800        ","Lock, Passage"
1810    ,,"dom3",120,"XLegacyX",7.5,900,"2004-03-03 00:00:00",,"10-01800        ","Lock, Passage"
1353    ,,"lem5",1,"XLegacyX",7.5,7.5,"2004-01-20 00:00:00",,"10-01800        ","Lock, Passage"
1345    ,,"lem5",4,"XLegacyX",7.5,30,"2004-01-20 00:00:00",,"10-01800        ","Lock, Passage"
1346    ,,"lem5",2,"XLegacyX",7.5,15,"2004-01-20 00:00:00",,"10-01800        ","Lock, Passage"
1550    ,,"lem5",4,"XLegacyX",7.5,30,"2004-01-30 00:00:00",,"10-01800        ","Lock, Passage"
1131    ,,"lem5",3,"XLegacyX",7.5,22.5,"2004-01-06 00:00:00",,"10-01800        ","Lock, Passage"
1255    ,,"lem5",1,"XLegacyX",7.5,7.5,"2004-01-14 00:00:00",,"10-01800        ","Lock, Passage"
1199    ,,"lem5",1,"XLegacyX",10.5,10.5,"2004-01-09 00:00:00",,"10-01800        ","Lock, Passage"
1109    ,,"lem5",2,"XLegacyX",7.5,15,"2004-01-05 00:00:00",,"10-01800        ","Lock, Passage"
1364    ,,"lem5",1,"XLegacyX",7.5,7.5,"2004-01-20 00:00:00",,"10-01800        ","Lock, Passage"
44448   ,,"dom3",60,"Payables",6.14,368.4,"2022-01-26 00:00:00",,"10-01800        ","Lock, Passage"
41566   ,,"tif1",3,"Alltype Expense",0.01,0.03,"2021-01-07 00:00:00",,"10-01800        ","Lock, Passage"
48239   ,,"hom2",40,"Maintenance-Inventory",5.79,231.6,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-01800        ","Lock, Passage"
48767   ,,"hom2",50,"Maintenance-Inventory",5.67,283.5,"2023-10-13 00:00:00",,"10-01800        ","Lock, Passage"
48714   ,,"hom2",6,"Maintenance-Inventory",8.97,53.82,"2023-10-06 00:00:00","10/06/2023 00:00:00","10-01800        ",""
46629   ,,"dom3",90,"Payables",7.04,633.6,"2022-12-09 00:00:00","12/16/2022 00:00:00","10-01800        ","Lock, Passage"
46939   ,437441  ,"cen1",3,"Maintenance-COGS",10.79,32.37,"2023-01-24 00:00:00","01/25/2023 00:00:00","10-01800        ","Lock, Passage"
46938   ,461344  ,"cen1",2,"Maintenance-COGS",11.69,23.38,"2023-01-24 00:00:00","01/25/2023 00:00:00","10-01800        ","Lock, Passage"
46754   ,458485  ,"cen1",2,"Payables",10.79,21.58,"2022-12-27 00:00:00","01/03/2023 00:00:00","10-01800        ","Lock, Passage"
46861   ,460634  ,"cen1",4,"Maintenance-COGS",10.79,43.16,"2023-01-12 00:00:00",,"10-01800        ","Lock, Passage"
47300   ,463946  ,"cen1",32,"Maintenance-COGS",1.22,39.04,"2023-03-08 00:00:00","03/08/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
47172   ,449010  ,"hom2",25,"Maintenance-COGS",8.98,224.5,"2023-02-21 00:00:00","03/03/2023 00:00:00","10-01900        ","Molding, 2 1/2 clamshell 711-812"
47726   ,462519  ,"cen1",240,"Maintenance-COGS",1.13,271.2,"2023-05-01 00:00:00","05/01/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
47968   ,,"cen1",20,"Maintenance-Inventory",9.04,180.8,"2023-06-07 00:00:00","06/07/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
47777   ,467137  ,"hom2",6,"Subcontractor-Maintenance",44.88,269.28,"2023-05-09 00:00:00","05/09/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
47675   ,,"hom2",12,"Maintenance-Inventory",11.68,140.16,"2023-04-24 00:00:00","05/09/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
48729   ,,"cen1",40,"Maintenance-Inventory",9,360,"2023-10-10 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
48155   ,,"cen1",30,"Maintenance-Inventory",9.04,271.2,"2023-07-07 00:00:00","07/07/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
48349   ,,"cen1",25,"Maintenance-Inventory",9.04,226,"2023-08-09 00:00:00","08/15/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
41749   ,416859  ,"cen1",10,"Alltype Expense",7.4,74,"2021-02-05 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
41625   ,,"tif1",200,"Alltype Expense",0.01,2,"2021-01-19 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
42112   ,,"tif1",30,"Alltype Expense",0.01,0.3,"2021-03-15 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
43399   ,,"tif1",25,"Payables",5.99,149.75,"2021-08-26 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
42613   ,,"tif1",25,"Alltype Expense",0.01,0.25,"2021-05-11 00:00:00",,"10-01900        ",""
45573   ,,"tif1",26,"Payables",9.99,259.74,"2022-07-05 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
45265   ,,"tif1",26,"Payables",5.99,155.74,"2022-05-17 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
44529   ,,"tif1",25,"Payables",5.99,149.75,"2022-02-08 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
1289    ,,"lem5",8,"XLegacyX",0.5,4,"2004-01-15 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per ft)"
1631    ,,"lem5",60,"XLegacyX",0.5,30,"2004-02-05 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per ft)"
1478    ,,"lem5",5,"XLegacyX",0.5,2.5,"2004-01-27 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per ft)"
955     ,,"lem5",4,"XLegacyX",0.5,2,"2003-12-17 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per ft)"
177     ,,"lem5",60,"XLegacyX",1,60,"2003-11-11 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per ft)"
46878   ,,"cen1",160,"Maintenance-Inventory",1.13,180.8,"2023-01-17 00:00:00","01/17/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)"
1213    ,,"lem5",5,"XLegacyX",0.5,2.5,"2004-01-12 00:00:00",,"10-01900        ","Molding, 2 1/4 clamshell (per ft)"
47013   ,,"cen1",240,"Maintenance-Inventory",1.44,345.6,"2023-01-31 00:00:00","02/01/2023 00:00:00","10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
955     ,,"lem5",1,"XLegacyX",0.5,0.5,"2003-12-17 00:00:00",,"10-02000        ","Molding, 3/4 x 1/4 round (per ft)"
44529   ,,"tif1",25,"Payables",7.49,187.25,"2022-02-08 00:00:00",,"10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
45265   ,,"tif1",26,"Payables",7.49,194.74,"2022-05-17 00:00:00",,"10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
43399   ,,"tif1",25,"Payables",6.19,154.75,"2021-08-26 00:00:00",,"10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
42112   ,,"tif1",30,"Alltype Expense",0.01,0.3,"2021-03-15 00:00:00",,"10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
43371   ,429773  ,"tif1",22,"Payables",6.19,136.18,"2021-08-24 00:00:00",,"10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
48361   ,,"hom2",40,"Maintenance-Inventory",9.8,392,"2023-08-10 00:00:00","08/12/2023 00:00:00","10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
48349   ,,"cen1",40,"Maintenance-Inventory",6.48,259.2,"2023-08-09 00:00:00","08/15/2023 00:00:00","10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
48155   ,,"cen1",30,"Maintenance-Inventory",6.48,194.4,"2023-07-07 00:00:00","07/07/2023 00:00:00","10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
48729   ,,"cen1",40,"Maintenance-Inventory",4,160,"2023-10-10 00:00:00",,"10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
48463   ,,"cen1",40,"Maintenance-Inventory",6.48,259.2,"2023-08-24 00:00:00","08/25/2023 00:00:00","10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)"
48155   ,,"cen1",30,"Maintenance-Inventory",11.52,345.6,"2023-07-07 00:00:00","07/07/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
47968   ,,"cen1",30,"Maintenance-Inventory",11.52,345.6,"2023-06-07 00:00:00","06/07/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
47869   ,,"hom2",10,"Maintenance-Inventory",13.98,139.8,"2023-05-22 00:00:00","06/11/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
47172   ,449010  ,"hom2",20,"Maintenance-COGS",18.88,377.6,"2023-02-21 00:00:00","03/03/2023 00:00:00","10-02050        ","Molding, 3 1/2 Clamshell 144-398"
47327   ,,"hom2",15,"Maintenance-Inventory",18.88,283.2,"2023-03-13 00:00:00","03/21/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
47159   ,459709  ,"cen1",64,"Payables",1.61,103.04,"2023-02-17 00:00:00","02/18/2023 00:00:00","10-02050        ","Molding, 3 1/2 colonial"
46960   ,462045  ,"rit1",2,"Maintenance-COGS",15,30,"2023-01-19 00:00:00","01/19/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
47021   ,462515  ,"hom2",2,"Maintenance-COGS",8.38,16.76,"2023-01-31 00:00:00",,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
43228   ,427024  ,"tif1",10,"Payables",16.64,166.4,"2021-08-03 00:00:00","08/09/2021 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
42112   ,,"tif1",30,"Alltype Expense",0.01,0.3,"2021-03-15 00:00:00",,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
43399   ,,"tif1",13,"Payables",16.89,219.57,"2021-08-26 00:00:00",,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
41625   ,,"tif1",200,"Alltype Expense",0.01,2,"2021-01-19 00:00:00",,"10-02050        ","Molding, 4 1/4 Clamshell (per 8 ft)"
44529   ,,"tif1",13,"Payables",16.89,219.57,"2022-02-08 00:00:00",,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
42613   ,,"tif1",25,"Alltype Expense",0.01,0.25,"2021-05-11 00:00:00",,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
43228   ,427024  ,"tif1",10,"Payables",16.89,168.9,"2021-08-03 00:00:00","08/09/2021 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
41752   ,416713  ,"tif1",1,"Alltype Expense",16.64,16.64,"2021-02-05 00:00:00",,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
41724   ,416713  ,"tif1",7,"Alltype Expense",16.64,116.48,"2021-02-03 00:00:00",,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
41802   ,416714  ,"tif1",8,"Alltype Expense",16.64,133.12,"2021-02-10 00:00:00",,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
1165    ,,"lem5",30,"XLegacyX",1.2,36,"2004-01-08 00:00:00",,"10-02050        ","Molding, 4 1/4 Clamshell (per ft)"
47013   ,,"cen1",240,"Maintenance-Inventory",0.81,194.4,"2023-01-31 00:00:00","02/01/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
46968   ,462546  ,"cen1",120,"Maintenance-COGS",2.03,243.6,"2023-01-25 00:00:00","01/25/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
47000   ,,"cen1",15,"Canceled",11.52,172.8,"2023-01-30 00:00:00",,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
47425   ,465294  ,"cen1",88,"CoOp-Inventory",1.44,126.72,"2023-03-22 00:00:00","03/22/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
46871   ,458847  ,"cen1",104,"Maintenance-COGS",1.44,149.76,"2023-01-13 00:00:00","01/17/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)"
47407   ,463862  ,"cen1",336,"Maintenance-COGS",2.03,682.08,"2023-03-21 00:00:00","03/21/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47585   ,,"hom2",60,"Maintenance-Inventory",21.28,1276.8,"2023-04-13 00:00:00","04/18/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47000   ,,"cen1",15,"Canceled",16.2,243,"2023-01-30 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
46965   ,462545  ,"cen1",160,"Maintenance-COGS",2.03,324.8,"2023-01-25 00:00:00","01/25/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47013   ,,"cen1",160,"Maintenance-Inventory",2.03,324.8,"2023-01-31 00:00:00","02/01/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
46985   ,462545  ,"cen1",24,"Maintenance-COGS",2.03,48.72,"2023-01-27 00:00:00","01/27/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
45573   ,,"tif1",13,"Payables",47.88,622.44,"2022-07-05 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
41625   ,,"tif1",200,"Alltype Expense",0.01,2,"2021-01-19 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
43399   ,,"tif1",13,"Payables",39.99,519.87,"2021-08-26 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
46938   ,461344  ,"cen1",200,"Maintenance-COGS",2.03,406,"2023-01-24 00:00:00","01/25/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
46939   ,437441  ,"cen1",200,"Maintenance-COGS",2.03,406,"2023-01-24 00:00:00","01/25/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
45754   ,,"rit1",3,"Payables",15,45,"2022-08-04 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47157   ,,"hom2",26,"Maintenance-Inventory",14.98,389.48,"2023-02-17 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
46861   ,460634  ,"cen1",256,"Maintenance-COGS",2.03,519.68,"2023-01-12 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
46751   ,460634  ,"cen1",400,"Payables",2.03,812,"2022-12-27 00:00:00","01/04/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47790   ,469035  ,"adv3",24,"Maintenance-COGS",4.91,117.84,"2023-05-10 00:00:00","05/11/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47968   ,,"cen1",40,"Maintenance-Inventory",16.24,649.6,"2023-06-07 00:00:00","06/07/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47966   ,,"hom2",20,"Maintenance-Inventory",21.28,425.6,"2023-06-06 00:00:00","06/20/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47882   ,,"hom2",2,"Maintenance-Inventory",21.86,43.72,"2023-05-23 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47427   ,,"hom2",60,"Maintenance-Inventory",12.98,778.8,"2023-03-22 00:00:00","04/06/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47449   ,466715  ,"cen1",80,"Maintenance-COGS",2.03,162.4,"2023-03-27 00:00:00","03/27/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47480   ,466312  ,"cen1",25,"Maintenance-COGS",19.99,499.75,"2023-03-29 00:00:00","05/03/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
48155   ,,"cen1",40,"Maintenance-Inventory",16.24,649.6,"2023-07-07 00:00:00","07/07/2023 00:00:00","10-02100        ","Molding,5 1/4 colonial (per 8 ft)"
48729   ,,"cen1",40,"Maintenance-Inventory",12,480,"2023-10-10 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)"
47740   ,,"hom2",2,"Maintenance-Inventory",6.83,13.66,"2023-05-02 00:00:00","05/17/2023 00:00:00","10-02300        ","Nails, Finishing #4"
47131   ,462551  ,"cen1",1,"Payables",40.49,40.49,"2023-02-14 00:00:00","02/14/2023 00:00:00","10-02300        ","Nails, Finishing #4"
155     ,,"lem5",1,"XLegacyX",1,1,"2003-11-10 00:00:00",,"10-02300        ","Nails, Finishing #4"
1478    ,,"lem5",1,"XLegacyX",1.5,1.5,"2004-01-27 00:00:00",,"10-02400        ","Nails, Finishing 6d"
47675   ,,"hom2",8,"Maintenance-Inventory",9.42,75.36,"2023-04-24 00:00:00","05/09/2023 00:00:00","10-02400        ","Nails, Finishing 6d"
47740   ,,"hom2",4,"Maintenance-Inventory",6.83,27.32,"2023-05-02 00:00:00","05/17/2023 00:00:00","10-02400        ","Nails, Finishing 6d"
47740   ,,"hom2",2,"Maintenance-Inventory",29.36,58.72,"2023-05-02 00:00:00","05/17/2023 00:00:00","10-02500        ","NAILS-SPIRAL, FLOORING  7D"
48175   ,,"cen1",20,"Maintenance-Inventory",6.29,125.8,"2023-07-12 00:00:00","07/11/2023 00:00:00","10-02500        ","NAILS-SPIRAL, FLOORING  7D"
43009   ,,"tif1",40,"Alltype Expense",3.98,159.2,"2021-07-01 00:00:00","07/09/2021 00:00:00","10-02500        ","Nails, FLOORING  7D"
42112   ,,"tif1",50,"Alltype Expense",0.01,0.5,"2021-03-15 00:00:00",,"10-02500        ","Nails, Finishing 7D"
44795   ,,"tif1",2,"Payables",189.5,379,"2022-03-14 00:00:00",,"10-02500        ","Nails, FLOORING  7D"
43581   ,,"tif1",1,"Payables",159.5,159.5,"2021-09-20 00:00:00",,"10-02500        ","Nails, FLOORING  7D"
155     ,,"lem5",1,"XLegacyX",1,1,"2003-11-10 00:00:00",,"10-02500        ","Nails, Finishing 7D"
38055   ,375967  ,"tif1",1,"Payables",6,6,"2019-04-23 00:00:00",,"10-02500        ","Nails, Finishing 7D"
47600   ,465769  ,"cen1",1,"Maintenance-COGS",89.1,89.1,"2023-04-17 00:00:00","05/03/2023 00:00:00","10-02650        ","Oak Flooring #2"
47431   ,466447  ,"cen1",1,"Maintenance-COGS",98.09,98.09,"2023-03-23 00:00:00","03/23/2023 00:00:00","10-02650        ","Oak Flooring #2"
44600   ,,"web3",20,"Payables",25,500,"2022-02-16 00:00:00",,"10-02660        ","PINS, DOOR HINGE PACK OF 100"
44600   ,,"web3",4,"Payables",25,100,"2022-02-16 00:00:00",,"10-02660        ","PINS, DOOR HINGE PACK OF 100"
44600   ,,"web3",6,"Payables",25,150,"2022-02-16 00:00:00",,"10-02660        ","PINS, DOOR HINGE PACK OF 100"
41764   ,410720  ,"cen1",2,"Alltype Expense",125.99,251.98,"2021-02-08 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 20 SQ.FT.
2 1/4'' OAK"
41791   ,412490  ,"cen1",1,"Alltype Expense",125.99,125.99,"2021-02-09 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 20 SQ.FT.
2 1/4'' OAK"
41714   ,416519  ,"cen1",1,"Alltype Expense",125.99,125.99,"2021-02-03 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 20 SQ.FT.
2 1/4'' OAK"
41817   ,408689  ,"cen1",2,"Alltype Expense",125.99,251.98,"2021-02-11 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 20 SQ.FT.
2 1/4'' OAK"
41857   ,417684  ,"cen1",2,"Alltype Expense",125.99,251.98,"2021-02-16 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 20 SQ.FT.
2 1/4'' OAK"
47562   ,467137  ,"hom2",30,"Maintenance-COGS",89.8,2694,"2023-04-11 00:00:00","04/19/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47733   ,,"hom2",10,"Maintenance-Inventory",89.8,898,"2023-05-01 00:00:00","05/17/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47695   ,,"hom2",9,"Maintenance-Inventory",89.8,808.2,"2023-04-26 00:00:00","05/09/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47686   ,466758  ,"hom2",15,"Maintenance-COGS",89.8,1347,"2023-04-25 00:00:00","05/11/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47684   ,466757  ,"hom2",10,"Maintenance-COGS",89.8,898,"2023-04-25 00:00:00","05/11/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47389   ,466263  ,"cen1",3,"Maintenance-COGS",143.1,429.3,"2023-03-20 00:00:00","03/20/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47695   ,,"hom2",9,"Maintenance-Inventory",-89.8,-808.2,"2023-04-26 00:00:00","05/09/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47695   ,,"hom2",12,"Maintenance-Inventory",89.8,1077.6,"2023-04-26 00:00:00","05/09/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47695   ,,"hom2",12,"Maintenance-Inventory",-89.8,-1077.6,"2023-04-26 00:00:00","05/18/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47131   ,462551  ,"cen1",19,"Payables",139,2641,"2023-02-14 00:00:00","02/14/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47025   ,461882  ,"hom2",10,"Maintenance-COGS",99.8,998,"2023-01-31 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47279   ,,"hom2",31,"Maintenance-COGS",0.01,0.31,"2023-03-06 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47427   ,,"hom2",12,"Maintenance-Inventory",99.8,1197.6,"2023-03-22 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47021   ,462515  ,"hom2",28,"Maintenance-COGS",99.8,2794.4,"2023-01-31 00:00:00","02/13/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
47040   ,440889  ,"hom2",5,"Payables",99.8,499,"2023-02-02 00:00:00","02/13/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
48232   ,,"hom2",12,"Maintenance-Inventory",75.8,909.6,"2023-07-25 00:00:00","08/03/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
48082   ,,"hom2",6,"Maintenance-Inventory",87.1,522.6,"2023-06-22 00:00:00","06/12/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
48262   ,,"hom2",10,"Maintenance-Inventory",87.11,871.1,"2023-07-28 00:00:00","07/28/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK"
